,anthesis.ARIHAS_2013_drought,anthesis.ARIHAS_2013_watered,anthesis.BIOGAI_2012_drought,anthesis.BIOGAI_2012_watered,anthesis.BIOGAI_2013_drought,anthesis.BIOGAI_2013_watered,anthesis.BIOGRA_2013_drought,anthesis.BIOGRA_2013_watered,anthesis.BIONER_2012_drought,anthesis.BIONER_2012_watered,anthesis.BIONER_2013_drought,anthesis.BIONER_2013_watered,anthesis.KWSCAR_2012_drought,anthesis.KWSCAR_2012_watered,anthesis.KWSKRK_2012_drought,anthesis.KWSKRK_2012_watered,anthesis.KWSKRK_2013_drought,anthesis.KWSKRK_2013_watered,anthesis.KWSMUR_2013_drought,anthesis.KWSMUR_2013_watered,anthesis.SYNHUN_2012_drought,anthesis.SYNHUN_2012_watered,anthesis.SYNHUN_2013_drought,anthesis.SYNIT_2013_drought,anthesis.SYNIT_2013_watered,anthesis.UNIBO_2012_drought,anthesis.UNIBO_2012_watered
F7057_inra,63.82196818,69.58024976,65.98070102,63.25203354,76.32816741,76.41496141,67.83297211,66.92446031,69.40599582,69.4712184,71.64455043,68.15119611,71.33505727,70.39537677,64.08611076,64.02136317,65.54395722,61.14090181,61.10461654,63.6013655,66.16800394,65.35495446,71.08300014,71.83151298,72.01804639,66.83255867,64.73254005
F7058_inra,63.1918892,69.12788561,64.05645139,64.00406902,75.31392874,75.45481182,69.73634413,67.08790666,68.20640154,69.97029248,70.09450938,67.16938981,69.26317005,70.2927399,63.19943087,61.82633615,65.16059527,65.7718765,59.98055588,62.24128712,63.91390535,64.30856761,70.40118864,71.51624829,72.14092595,64.65828804,65.18299057
F7081_inra,70.7688506,66.08266482,69.35410445,66.54738459,79.8357957,77.50196816,69.7124037,68.64931045,68.51281663,68.07459658,72.34705792,69.44759844,70.23583183,68.7009952,64.93505825,65.7783375,68.7127528,66.26147518,62.16936884,63.95782273,67.73769284,66.08470523,72.98583793,70.82192681,69.58326271,66.6077561,64.33018931
F7082_inra,68.91413727,70.80498534,71.37626382,66.05393055,77.02815181,76.70472269,65.75863119,67.48750451,68.74704954,67.80323064,71.50118458,68.56787772,70.79987003,69.11167052,63.82594485,63.00136335,67.09754978,64.35311872,61.53883033,62.10314977,66.83931854,64.3053895,71.88100159,70.72184742,70.04444359,65.76213352,64.8769064
F712_inra,70.74046373,71.14118316,69.32292288,66.67446898,84.55215366,76.69117598,69.4491388,69.60359458,71.37426093,71.65321581,75.16717682,71.56047423,73.54385408,71.79346021,65.61333607,64.60314934,65.65529337,68.27006551,64.77721143,64.212246,70.94597963,68.31271869,76.11436517,73.09032226,72.85975119,68.8321,68.45214271
F748_inra,66.64643822,66.94210613,66.31050019,69.9075754,84.91150649,77.70143552,68.17997625,70.58193985,69.96799534,72.53256319,76.57616868,72.06969095,71.9949976,69.92036359,65.65042162,66.74276581,68.50793066,67.18938135,62.80161523,62.73219603,67.75293985,66.64579077,73.48240276,72.72821471,71.18299909,66.64165713,65.47686115
F752_inra,71.87567176,70.8981568,71.67727253,71.18735281,83.62507751,76.63902063,70.13981049,71.56148549,70.29132583,71.39582974,76.45937177,72.32073337,74.66091182,73.1002638,68.78592039,69.12165974,68.67298444,69.21159205,63.78673992,66.11507219,70.96814304,69.32988906,75.67158818,72.63773112,74.26324987,70.45626943,67.6178847
F838_inra,73.91716584,71.17481314,71.58248252,68.41169548,83.75564728,77.88510838,70.39900097,70.41242832,72.91097254,71.20446952,77.55630607,72.87126823,73.42340044,72.56545428,65.42590443,67.84756571,68.05949994,66.98723926,65.64799439,66.87478975,70.8193807,69.22257229,75.62603163,75.50099093,73.69447096,70.32572052,67.49778481
F874_inra,61.8919873,63.16835555,64.9071677,62.96989281,75.13693877,69.50837074,63.12116039,62.80327787,63.56004377,65.40398278,65.22782625,63.41582647,63.27493758,63.5719262,56.1511226,58.2842999,61.28427162,61.44306648,57.49192168,55.98434825,63.33766685,65.85738271,68.8541887,67.72934062,69.80316383,60.47135923,61.97087016
F888_inra,67.76095446,67.00233265,68.20782476,65.5578335,78.50877704,75.3361446,70.01719109,68.37368596,69.39462283,69.7622446,72.28444177,68.76164052,67.86994693,69.38078252,65.74595659,65.98227525,65.79218735,65.19716412,59.46748442,59.29656,67.05515538,67.49011789,72.2596256,71.39641791,70.37549034,66.63919698,64.30002732
F894_inra,70.85854693,69.98315856,68.14205052,69.20131527,81.29578691,77.06565816,71.99820274,70.15902994,71.34875625,70.85765103,76.17902684,71.83007853,72.55685171,70.84101806,66.48199046,66.295884,69.58127919,67.07539718,61.28110162,65.31577581,69.19815246,67.32019006,75.44955449,73.22451939,72.75928351,74.69192294,67.49351807
F908_inra,62.32962187,65.31035496,63.41950579,63.2007635,75.69802468,73.15420998,66.57392255,64.7280643,67.81207101,66.67275022,69.86345774,64.84760715,67.92117973,64.37471178,61.71395465,59.76901385,64.85744908,61.42641892,59.24625817,59.81248862,66.16567507,65.31245149,70.41213188,71.0649836,70.39554128,65.78235468,63.27897125
F912_inra,67.8843598,68.78794181,67.97273043,64.02289788,76.37061686,74.54735679,66.34091876,67.36418869,68.15598853,69.16121124,72.633843,68.37614701,69.39809992,69.09837128,64.51942497,64.16473787,67.8906083,64.59113447,61.42672981,63.62719771,65.95788237,64.99570939,69.96403176,72.7421955,74.04866343,66.19576999,64.85339083
F918_inra,71.64069249,70.25960747,66.81036732,65.31317066,79.61040082,76.8665137,70.1141777,69.5846791,69.89836757,69.73590789,73.41172726,71.52742667,70.67359026,67.87987361,67.98903386,66.89972634,67.36658213,66.67947496,59.9531707,60.04785237,69.77334053,66.42704546,72.03059087,71.88591373,73.41789675,70.89899633,63.83500042
F922_inra,67.18672801,67.69400864,66.64029827,64.87129388,78.80432101,76.95536307,67.564756,67.45093009,68.7879366,68.3356866,72.18290228,67.81844046,68.1769183,68.57868713,64.41556161,63.92091348,63.9623467,63.66812712,61.58785691,63.98343719,64.63895293,67.50391563,71.04337781,72.52038861,72.9966879,65.19436629,65.28996648
F924_inra,68.02420533,66.20191138,65.09325728,64.84384027,79.9837077,77.07833952,67.0374545,68.41485306,70.48886982,69.43301421,74.13037468,69.81369468,71.77635386,68.86844517,65.63859884,63.20031848,67.26216276,66.69849491,62.17221017,63.21410057,65.44024766,66.76804755,71.56663983,71.03344199,71.87857387,65.47726177,65.97584807
F98902_inra,69.08285791,67.99889504,68.22088853,65.08290033,79.96246586,73.74932919,67.89140465,67.98206803,69.23366879,69.31549198,74.30970801,68.98651959,71.15631136,69.17254853,65.60173076,65.13198136,66.38230428,65.97714647,60.47313909,60.33859651,67.31203778,65.47012247,70.56120462,71.06804589,71.11135617,66.19795854,63.60018747
FC1890_inra,69.78817074,71.08889211,66.85521999,64.29165221,78.69603552,77.70907854,69.34310366,68.3003761,70.52143468,67.70127554,73.33565142,68.80758801,70.59960604,69.5945097,65.44649493,64.6742071,69.89899858,67.40660941,60.0581737,60.72188674,63.66856958,65.52046206,71.63498065,72.32641864,71.90771394,66.54661152,64.11753955
FP1_inra,63.53254701,68.90125662,65.84747733,62.30221684,78.05593639,74.87036941,70.07557993,66.92756365,66.20225578,68.80412989,70.84393723,67.86816941,67.72987244,65.82103087,63.51824388,64.44674131,66.17283194,64.69038982,57.36144512,60.0702661,66.77570509,65.04169564,70.97877812,73.31228754,74.42601919,63.93724997,65.17008708
FR697_ifsi,70.65329733,69.86729799,69.18212055,65.56169535,81.03701372,77.62206013,72.53856143,69.26699889,69.32388973,69.55320728,74.24352325,71.78330153,72.17001213,71.53852454,65.3404231,65.75629164,68.97310195,67.15113334,64.34004295,65.75309727,68.57153723,67.70833595,75.85996065,73.06711878,72.74448704,68.61441624,67.66122565
FV218_inra,61.17218573,60.02853035,63.33739552,64.07438578,75.78903049,71.54114986,66.9891616,64.36950875,64.62654501,65.97583868,68.14699163,64.11076442,64.61205975,63.68182556,61.01832928,58.92870947,61.76146754,62.4854774,57.70517948,58.29650942,63.49707284,63.64644124,68.8293953,70.10487745,69.48594429,62.73145702,62.76857114
FV252_inra,60.03429545,62.34984192,66.09976626,62.61979349,75.04235818,71.22120941,63.5800821,62.82861388,63.22720454,63.53827598,64.9308402,61.484774,69.54206595,68.08653697,57.22037644,58.58832123,63.07835755,62.41812354,58.00746506,56.85861872,63.29012376,65.00326473,68.66279772,69.87032561,70.97020879,65.15513578,61.64163939
FV353_inra,62.26982839,63.92294282,62.98252788,63.42170842,75.87266115,70.96650257,67.70100277,65.20434139,66.64419846,66.22009691,68.56808228,66.46536942,67.30252638,66.6878183,62.33299511,60.54963599,65.04740342,64.06986518,57.78238724,57.85401004,65.13995354,64.84766897,68.95181256,69.55780107,71.8749939,66.10467,64.43415837
FV354_inra,67.4663519,68.21083621,64.73868245,64.33712784,77.40210096,75.88707022,64.4808184,67.0422665,67.88082726,68.73827313,70.16667884,67.25886692,71.03031,66.97703825,63.21990778,61.48217725,67.67371789,66.34806387,61.35545995,63.5193096,63.90730378,65.00502226,71.67580076,72.42079333,69.69463579,65.59212966,63.27119596
H99_inra,72.81982054,65.62493147,63.14046797,64.28877561,77.03243911,75.29690838,69.55071283,66.92198239,67.21187169,68.36057894,70.98438014,66.96856239,69.8177155,70.69604477,63.15151724,62.72990994,66.89039087,65.60720154,59.97270619,63.31858529,64.91599965,64.96859503,71.34852713,73.25044476,72.62431314,70.50928115,65.92371312
HMV5301_Martonvasar,67.11692924,65.35091368,64.45296461,63.85055662,79.66832926,76.07894375,66.76936055,67.39455087,69.03294605,69.05911049,71.40107474,67.45766862,67.37200312,67.19913354,63.69970641,63.9606538,66.45277786,65.62913205,59.87994362,60.98619414,64.58268248,65.68638311,69.88311041,71.26406364,71.39948102,65.73694821,65.2408872
HMV5325_Martonvasar,69.20217916,66.00547137,66.68169175,65.305908,80.23826993,73.90544133,68.5087622,67.3516262,69.39705594,69.29963454,72.99674529,68.87904132,71.64582304,67.73334673,62.85021887,63.408187,66.71998288,65.76988617,60.62485624,62.58241962,67.22012697,65.73792354,72.33300749,68.64917087,70.32281856,66.02444854,65.13368813
HMV5343_Martonvasar,66.60797075,60.68306361,65.6402212,64.08588922,78.18469619,73.58727665,67.86444393,67.09902928,68.20665431,68.58275816,70.80667608,67.0566277,71.62138017,67.65018746,63.78014676,64.07174305,64.58233143,66.53360885,58.86974617,58.44004189,66.51894113,64.10749775,70.13059179,69.86737546,70.55921621,65.10296986,64.29714673
HMV5347_Martonvasar,65.6111144,67.56433938,64.06329307,64.9786893,76.54404186,75.44839146,65.92210345,66.54556525,65.79958088,66.94776153,73.70846784,67.14300943,66.53564536,67.12101487,64.09399019,61.1500406,66.89324317,63.88057197,61.49134876,62.6731312,64.69170309,63.89432668,72.66367047,70.98505956,72.02115565,65.44444926,62.96392154
HMV5405_Martonvasar,67.78232113,68.42097674,67.2383277,66.39503328,77.85136647,75.75597074,65.36735429,68.4198417,69.65660196,69.07862238,73.22399418,68.76364371,70.90998202,69.30402415,65.2246499,61.1680837,66.76556102,70.53373094,60.36118827,60.34736487,64.4578186,65.92872285,70.82567734,71.04783213,72.71947779,68.97209573,64.38926633
HMV5409_Martonvasar,67.70759895,67.46097695,65.580702,64.67064601,76.80738343,74.07550787,65.83315019,67.44410008,68.0566054,70.11020643,72.67504663,68.84152214,72.46706977,69.90184745,64.75692016,62.98375099,65.90416254,64.47353996,62.22868299,63.84979317,65.82633271,66.13313867,69.91325987,72.94804542,72.79509736,67.5919864,67.71774351
HMV5422_Martonvasar,69.73765672,69.76519132,66.34348799,68.0594825,81.82823047,77.29267433,67.5966978,69.79897609,69.92772208,72.36632936,75.05266479,69.20644648,73.37651881,72.57983105,66.78603812,63.72680811,69.69831764,68.88098604,64.75340863,64.93460811,69.80780719,67.56556018,78.32499254,71.32261788,71.83036173,68.5564533,67.8639916
HMV5502_Martonvasar,70.93836564,67.03732856,71.01787976,69.62332458,82.64293329,77.58641741,72.98451713,71.26475576,70.82450121,72.38804021,78.1164619,72.84880552,73.0913588,70.81875887,68.91461216,67.93780998,68.76271116,67.28694239,64.19374451,66.11298468,69.24140661,68.59575969,74.65754986,72.63505971,72.92301093,69.88131912,66.7763387
I198_inra,72.5378335,70.46894134,66.87879724,68.94265228,85.2454222,78.67038654,75.1397506,71.99482684,70.00148741,70.99657142,76.67988863,73.02239271,76.38605211,70.49094446,69.66612484,70.26738967,68.50867822,70.1853297,66.51313395,67.73995624,73.87845747,69.59453837,79.16586593,75.1208044,73.40753501,70.22742133,68.68088703
I233_inra,71.93922654,70.87227376,78.07405438,73.1479373,90.44056237,84.81409368,72.55895329,74.92234165,73.8581284,76.62612843,85.58643239,75.55826173,74.17298894,72.79137785,72.33195532,70.50561704,71.28854058,71.67108538,67.1381918,68.95190575,75.29564152,73.67716152,81.45954023,73.56329629,73.65116606,72.35537976,71.21257732
I238_inra,71.76840641,72.63290829,72.32718013,70.04609073,85.52592739,77.41501659,70.08169582,70.98553462,70.92783287,69.72101327,75.60928045,72.99477962,69.77632992,73.06433295,69.81539448,66.50127423,69.46343309,68.15678955,65.43757862,66.09204198,70.80096161,68.73433384,76.17463904,73.50462373,73.70004147,71.02776898,67.83425133
I242_inra,68.47584614,70.3289866,69.12587238,69.68921554,84.33982379,79.3825918,69.11857111,70.76685207,71.00069825,71.42134343,75.8241304,71.58555219,73.03395636,70.59936217,67.92194208,67.31039926,69.77336758,65.94414965,65.22793497,67.44440401,73.72789709,69.34378872,75.72432873,73.30591076,74.09439885,69.50232419,64.99770419
I261_inra,68.57888623,69.71076749,68.12672628,69.76678283,87.69978333,77.18141953,69.49676648,70.96800587,70.97881711,70.54694381,75.59566789,72.57775069,73.97613158,73.76760395,68.36957194,68.55098309,68.2180197,67.66444212,65.30038336,66.52009227,71.11913183,70.5981742,74.71148679,72.7584719,71.99435952,70.60142527,73.20612715
I267_inra,69.51387672,69.52450888,69.15060951,69.98986833,82.75158371,77.3781914,73.18194031,72.21813368,71.84189156,71.53673874,78.4748126,73.25273093,76.20976246,75.541217,70.51237173,68.78988033,71.25462702,71.83901361,66.65719324,71.24728796,73.58138114,72.57799718,77.69897866,76.4016564,75.12076882,73.04333044,69.13740513
IDT_inra,67.71639144,69.55704235,67.85622966,68.93400142,82.56313292,77.62141587,70.80569766,70.21207914,68.67515016,69.96653111,74.7469485,72.1397698,70.60029844,71.80217016,69.07022093,66.54212677,69.04826043,64.99154518,62.92236907,65.60994052,70.39404611,67.86414224,74.89328517,71.81555355,70.25518924,70.09374226,67.47555361
LAN496_inra,71.02146918,70.49338136,70.82753769,66.55692045,85.37628399,77.48706036,73.18741772,69.14175885,70.18285147,68.86641032,76.30367377,72.53667072,73.40049166,72.72497808,65.2591952,63.55397241,69.64931658,67.6275897,62.13955925,64.00244136,69.02152806,68.75958989,75.96151412,72.74903935,73.74675198,69.4305167,69.33921465
LH123Ht_usda,70.87126535,71.03117689,68.93663913,72.19597936,85.86247719,77.92407617,70.91404029,72.53301605,72.5374498,74.7812589,78.03604256,72.44720009,74.18626425,72.07205231,69.00172912,68.51604457,72.85308686,70.85827073,65.42678152,62.80708776,72.97254973,70.66916411,74.65268062,72.7648172,73.42243544,71.13867042,70.11455443
LH145_usda,68.70778252,71.69296699,64.0341062,65.20861939,76.57602259,74.51819732,66.96261035,67.26468355,68.48634396,68.1101226,72.71165058,68.54409414,67.82590814,66.69680072,62.15267045,63.33400098,67.04770803,66.86983045,60.15962768,60.24776255,63.43698483,64.84830911,70.70904021,70.75464469,70.47609834,64.45004703,61.81805056
LH38_usda,68.03546363,66.15740045,66.68116159,63.80259754,76.9945874,73.62247208,69.17165013,66.66106624,69.39529085,68.4927689,71.66100585,68.26228738,71.54732517,69.92617288,64.83523824,62.57824619,65.05596287,63.01854263,62.54348844,62.12652175,68.29413267,67.65785322,73.1521905,71.49269167,74.17199191,68.55762541,65.98962412
LH39_usda,63.69309698,63.78749961,65.68921132,64.16403342,76.87075104,72.88222992,67.4439788,65.55934319,67.48586916,67.46392024,69.11600852,66.52576879,68.24357032,66.96115121,62.60046363,59.581326,66.16252926,63.58886697,59.87013235,60.44275397,63.93860771,65.3146154,71.02363948,70.12930925,70.36993359,65.31608799,63.26183054
LH59_usda,69.85722072,68.39351952,68.95848842,67.15860413,76.83771874,77.781649,67.37224565,69.57100372,69.56555595,71.02562406,75.15809146,70.48600506,71.30834613,71.8155052,65.55877741,64.19072593,69.81076393,68.55445112,63.85375884,66.30735629,68.85658371,67.63989077,74.97688185,72.3165872,72.40375562,69.23956823,64.37545113
LH60_usda,71.18237603,72.92562792,70.25652228,68.31844601,86.57138723,77.64405887,75.02552435,71.57588534,71.51728104,71.73504825,77.90785614,74.22659994,72.82065194,72.41236271,67.84974859,67.38985681,71.47741172,69.13682039,66.08827292,66.97208336,70.57370195,68.30895968,77.24357992,72.88767345,73.43823571,67.22440265,66.98465846
LH65_usda,71.75897531,67.51641703,71.49237867,70.16342383,84.03860079,78.16130558,71.37959455,71.22883093,70.63721871,70.16305353,76.11161828,73.08624965,70.4262681,70.93771489,66.93095705,69.05265577,70.8720077,68.93065641,64.20748088,66.14059843,69.86055754,67.97308302,75.64228924,72.82475107,71.00958963,67.62054529,65.93218016
LH74_inra,69.23178462,69.18480226,67.80174811,67.23396328,82.02778957,76.6683254,67.82429637,69.12902294,70.09842681,71.07446846,74.47528301,71.36839118,71.32979672,71.45581433,65.77858799,61.5834502,68.76278449,67.86196543,61.13447123,64.28954045,67.35661788,67.56987559,73.2083098,73.20613336,71.87652291,69.12417261,66.29227098
LH82_inra,67.95399755,70.39172495,62.97645784,62.88445182,76.83226857,75.6671881,67.22659649,67.15472847,68.45976643,69.28461672,71.45045785,67.05003359,71.17253323,66.12087384,64.43867371,63.6211949,65.45059838,65.04656765,60.86396591,63.34844055,64.75142,64.6326129,70.94439962,72.85527618,73.49306604,64.18896463,65.08146031
LH93_usda,71.14613353,71.1056344,72.93217289,66.8355457,85.03412239,79.49460803,71.11454344,70.79684715,71.03899881,73.36437784,77.19178915,72.97244185,72.81680955,69.99586978,66.85298624,65.52638136,69.72778283,68.35490814,64.44345983,66.63808828,70.57553702,69.50866227,75.83572112,73.51800177,71.02265243,70.60181516,67.73025032
